MIESIAC_KAMPANII,TYP_KAMPANII,PACKET_ID,DECYL,CZY_MNP_SHORT,CZY_MNP_LONG,CZY_RETENCJA,CZY_DNOT,CZY_CHURN,DATA_EOP,N,KAT,ZGODA,rok_eop,msc_eop
201608,campaign,A1753I,,3,3,5.0,40.0,1.0,2017-01-01,49,NI,BRAK,2017.0,1.0
201608,campaign,A1753I,,5,5,30.0,162.0,3.0,2017-01-01,200,NI,BRAK,2017.0,1.0
201608,campaign,A1879,2.0,0,0,5.0,7.0,1.0,2016-10-01,13,OK,BRAK,2016.0,10.0
201608,campaign,A1879,3.0,0,0,1.0,7.0,1.0,2016-10-01,9,OK,BRAK,2016.0,10.0
201608,campaign,A1879,3.0,1,1,4.0,11.0,1.0,2016-10-01,17,OK,BRAK,2016.0,10.0
201608,campaign,A1879,5.0,0,0,,,1.0,2016-11-01,1,OK,TAK,2016.0,11.0
201608,campaign,A1879,6.0,0,0,5.0,14.0,1.0,2016-10-01,20,OK,BRAK,2016.0,10.0
201608,campaign,A1879,6.0,0,0,9.0,17.0,1.0,2016-10-01,27,OK,BRAK,2016.0,10.0
201608,campaign,A1879,6.0,2,2,11.0,26.0,2.0,2016-11-01,41,OK,BRAK,2016.0,11.0
201608,campaign,A1879,7.0,0,0,,1.0,1.0,2016-11-01,2,OK,BRAK,2016.0,11.0
201608,campaign,A1879,7.0,0,0,,3.0,1.0,2016-10-01,4,OK,BRAK,2016.0,10.0
201608,campaign,A1879,7.0,0,0,7.0,38.0,1.0,2016-11-01,46,OK,BRAK,2016.0,11.0
201608,campaign,A1879,8.0,0,0,12.0,54.0,2.0,2016-11-01,68,OK,BRAK,2016.0,11.0
201608,campaign,A1879,9.0,3,3,11.0,68.0,3.0,2016-11-01,84,OK,BRAK,2016.0,11.0
201608,campaign,A1879,10.0,1,1,2.0,7.0,1.0,2016-10-01,11,OK,TAK,2016.0,10.0
201608,campaign,A1879,10.0,5,5,1.0,16.0,2.0,2016-10-01,24,OK,BRAK,2016.0,10.0
201608,campaign,A1879,10.0,6,6,8.0,57.0,2.0,2016-11-01,72,OK,BRAK,2016.0,11.0
201608,campaign,A1879I,6.0,0,0,,,1.0,2016-11-01,1,NI,BRAK,2016.0,11.0
201608,campaign,A1880,,0,0,,,1.0,,1,OK,BRAK,2015.0,12.0
201608,campaign,A1880,,0,0,,,1.0,,1,OK,TAK,2015.0,6.0
201608,campaign,A1880,,0,0,,,1.0,2017-02-01,1,OK,BRAK,2018.0,9.0
201608,campaign,A1880,,0,0,,1.0,1.0,,2,OK,BRAK,2016.0,4.0
201608,campaign,A1880,,1,1,,,1.0,,1,OK,BRAK,2013.0,1.0
201608,campaign,A1880,1.0,0,0,,,1.0,2016-08-01,1,OK,BRAK,2016.0,8.0
201608,campaign,A1880,1.0,0,0,,1.0,1.0,2016-06-01,2,OK,TAK,2016.0,6.0
201608,campaign,A1880,2.0,0,0,,1.0,1.0,2016-07-01,2,OK,TAK,2016.0,7.0
201608,campaign,A1880,3.0,0,0,,2.0,1.0,2016-07-01,3,OK,BRAK,2016.0,7.0
201608,campaign,A1880,4.0,0,0,,,1.0,2016-07-01,1,OK,BRAK,2016.0,7.0
201608,campaign,A1880,4.0,0,0,,2.0,1.0,2016-07-01,3,OK,BRAK,2016.0,7.0
201608,campaign,A1880,6.0,0,0,,,1.0,2016-07-01,1,OK,BRAK,2016.0,7.0
201608,campaign,A1880,8.0,0,0,,,1.0,2016-06-01,1,OK,BRAK,2016.0,6.0
201608,campaign,A1880,10.0,0,0,,,1.0,2016-07-01,1,OK,BRAK,2016.0,7.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2010.0,9.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2011.0,5.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2011.0,10.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2011.0,12.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2012.0,3.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2012.0,8.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2013.0,1.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2013.0,6.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2013.0,7.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2013.0,8.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2013.0,9.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2013.0,12.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2014.0,3.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2014.0,3.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2014.0,6.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2014.0,9.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2014.0,11.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2014.0,12.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2015.0,3.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2015.0,7.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2015.0,8.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2015.0,9.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2015.0,9.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2015.0,10.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,BRAK,2015.0,10.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,,
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,,
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2011.0,12.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2014.0,7.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2014.0,8.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2015.0,3.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2015.0,4.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2015.0,6.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2015.0,8.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2015.0,10.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2015.0,12.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2016.0,2.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2016.0,3.0
201608,campaign,A232,,0,0,,,1.0,,1,OK,TAK,2016.0,5.0
201608,campaign,A232,,0,0,,,1.0,2016-07-01,1,OK,BRAK,2016.0,7.0
201608,campaign,A232,,0,0,,,1.0,2016-07-01,1,OK,TAK,2016.0,7.0
201608,campaign,A232,,0,0,,,1.0,2016-07-01,1,OK,TAK,2016.0,7.0
201608,campaign,A232,,0,0,,,1.0,2016-09-01,1,OK,BRAK,2016.0,9.0
201608,campaign,A232,,0,0,,,1.0,2016-09-01,1,OK,BRAK,2016.0,9.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,BRAK,2017.0,4.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,BRAK,2017.0,12.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,BRAK,2018.0,3.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,BRAK,2018.0,6.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,BRAK,2018.0,6.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,BRAK,2018.0,7.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,TAK,2017.0,5.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,TAK,2017.0,6.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,TAK,2017.0,10.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,TAK,2018.0,1.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,TAK,2018.0,4.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,TAK,2018.0,8.0
201608,campaign,A232,,0,0,,,1.0,2017-02-01,1,OK,TAK,2019.0,3.0
201608,campaign,A232,,0,0,,,2.0,,2,OK,BRAK,2014.0,5.0
201608,campaign,A232,,0,0,,,2.0,,2,OK,BRAK,2014.0,7.0
201608,campaign,A232,,0,0,,,2.0,,2,OK,BRAK,2015.0,6.0
201608,campaign,A232,,0,0,,,2.0,,2,OK,BRAK,2015.0,10.0
201608,campaign,A232,,0,0,,,2.0,,2,OK,BRAK,2016.0,1.0
201608,campaign,A232,,0,0,,,2.0,,2,OK,BRAK,2016.0,5.0
201608,campaign,A232,,0,0,,,2.0,,2,OK,TAK,2016.0,4.0
201608,campaign,A232,,0,0,,,2.0,2017-02-01,2,OK,BRAK,2017.0,3.0
201608,campaign,A232,,0,0,,,2.0,2017-02-01,2,OK,TAK,2017.0,3.0
201608,campaign,A232,,0,0,,,3.0,,3,OK,BRAK,2014.0,1.0
201608,campaign,A232,,0,0,,,3.0,,3,OK,BRAK,2014.0,11.0
201608,campaign,A232,,0,0,,,3.0,,3,OK,BRAK,2015.0,5.0
201608,campaign,A232,,0,0,,,3.0,,3,OK,BRAK,2015.0,6.0
201608,campaign,A232,,0,0,,,3.0,,3,OK,BRAK,2016.0,1.0
201608,campaign,A232,,0,0,,,3.0,2017-02-01,3,OK,BRAK,2017.0,6.0
201608,campaign,A232,,0,0,,,4.0,2017-02-01,4,OK,TAK,2017.0,5.0
201608,campaign,A232,,0,0,,1.0,1.0,,2,OK,BRAK,2013.0,6.0
201608,campaign,A232,,0,0,,1.0,1.0,,2,OK,BRAK,2013.0,11.0
201608,campaign,A232,,0,0,,1.0,1.0,,2,OK,BRAK,2014.0,9.0
201608,campaign,A232,,0,0,,1.0,1.0,,2,OK,BRAK,2015.0,1.0
201608,campaign,A232,,0,0,,1.0,1.0,,2,OK,BRAK,2015.0,4.0
201608,campaign,A232,,0,0,,1.0,1.0,,2,OK,TAK,2015.0,9.0
201608,campaign,A232,,0,0,,1.0,1.0,,2,OK,TAK,2016.0,1.0
201608,campaign,A232,,0,0,,1.0,1.0,,2,OK,TAK,2016.0,1.0
201608,campaign,A232,,0,0,,1.0,1.0,2017-02-01,2,OK,BRAK,2018.0,8.0
201608,campaign,A232,,0,0,,1.0,1.0,2017-02-01,2,OK,TAK,2018.0,2.0
201608,campaign,A232,,0,0,,1.0,1.0,2017-02-01,2,OK,TAK,2018.0,9.0
201608,campaign,A232,,0,0,,1.0,2.0,,3,OK,BRAK,2012.0,10.0
201608,campaign,A232,,0,0,,1.0,2.0,,3,OK,BRAK,2014.0,6.0
201608,campaign,A232,,0,0,,1.0,2.0,,3,OK,BRAK,2016.0,3.0
201608,campaign,A232,,0,0,,1.0,2.0,2017-02-01,3,OK,BRAK,2017.0,8.0
201608,campaign,A232,,0,0,,1.0,2.0,2017-02-01,3,OK,TAK,2018.0,3.0
201608,campaign,A232,,0,0,,1.0,3.0,,4,OK,BRAK,2016.0,4.0
201608,campaign,A232,,0,0,,1.0,3.0,,4,OK,TAK,2016.0,1.0
201608,campaign,A232,,0,0,,1.0,3.0,2017-02-01,4,OK,BRAK,2017.0,7.0
201608,campaign,A232,,0,0,,2.0,1.0,,3,OK,BRAK,,
201608,campaign,A232,,0,0,,2.0,1.0,,3,OK,TAK,2015.0,10.0
201608,campaign,A232,,0,0,,2.0,2.0,,4,OK,BRAK,2015.0,2.0
201608,campaign,A232,,0,0,,2.0,2.0,,4,OK,BRAK,2015.0,5.0
201608,campaign,A232,,0,0,,2.0,3.0,,5,OK,BRAK,2016.0,5.0
201608,campaign,A232,,0,0,,2.0,4.0,,6,OK,BRAK,2016.0,2.0
201608,campaign,A232,,0,0,,2.0,5.0,2017-02-01,7,OK,TAK,2017.0,6.0
201608,campaign,A232,,0,0,,3.0,2.0,,5,OK,BRAK,2016.0,4.0
201608,campaign,A232,,0,0,,3.0,3.0,,6,OK,TAK,2015.0,11.0
201608,campaign,A232,,0,0,,3.0,3.0,,6,OK,TAK,2016.0,3.0
201608,campaign,A232,,0,0,,3.0,3.0,2017-02-01,6,OK,BRAK,2017.0,4.0
201608,campaign,A232,,0,0,,3.0,4.0,2017-02-01,7,OK,TAK,2017.0,9.0
201608,campaign,A232,,0,0,,4.0,2.0,2017-02-01,6,OK,TAK,2017.0,10.0
201608,campaign,A232,,0,0,,4.0,2.0,2017-02-01,6,OK,TAK,2017.0,11.0
201608,campaign,A232,,0,0,,4.0,2.0,2017-02-01,6,OK,TAK,2017.0,12.0
201608,campaign,A232,,0,0,,4.0,5.0,,9,OK,TAK,2016.0,5.0
201608,campaign,A232,,0,0,,4.0,5.0,,11,OK,BRAK,2016.0,4.0
201608,campaign,A232,,0,0,,4.0,7.0,,11,OK,BRAK,2016.0,1.0
201608,campaign,A232,,0,0,,5.0,1.0,,6,OK,TAK,2016.0,2.0
201608,campaign,A232,,0,0,,5.0,1.0,2017-02-01,6,OK,TAK,2017.0,8.0
201608,campaign,A232,,0,0,,5.0,3.0,2017-01-01,8,OK,BRAK,2017.0,1.0
201608,campaign,A232,,0,0,,6.0,5.0,,11,OK,BRAK,2015.0,8.0
201608,campaign,A232,,0,0,1.0,,1.0,,2,OK,BRAK,2014.0,2.0
201608,campaign,A232,,0,0,1.0,,1.0,,2,OK,BRAK,2015.0,12.0
201608,campaign,A232,,0,0,1.0,,4.0,,6,OK,BRAK,2016.0,5.0
201608,campaign,A232,,0,0,1.0,,5.0,,6,OK,BRAK,2015.0,11.0
201608,campaign,A232,,0,0,1.0,1.0,5.0,,7,OK,BRAK,2015.0,3.0
201608,campaign,A232,,0,0,1.0,2.0,2.0,,5,OK,BRAK,2015.0,4.0
201608,campaign,A232,,0,0,1.0,2.0,4.0,,7,OK,BRAK,2014.0,10.0
201608,campaign,A232,,0,0,1.0,2.0,6.0,,9,OK,TAK,2016.0,4.0
201608,campaign,A232,,0,0,1.0,3.0,1.0,,5,OK,BRAK,2015.0,12.0
201608,campaign,A232,,0,0,1.0,3.0,1.0,,5,OK,BRAK,2016.0,3.0
201608,campaign,A232,,0,0,1.0,3.0,4.0,,8,OK,BRAK,2016.0,3.0
201608,campaign,A232,,0,0,1.0,3.0,4.0,2017-02-01,8,OK,TAK,2017.0,4.0
201608,campaign,A232,,0,0,1.0,4.0,4.0,,9,OK,BRAK,2015.0,7.0
201608,campaign,A232,,0,0,1.0,8.0,4.0,2017-02-01,13,OK,BRAK,2017.0,2.0
201608,campaign,A232,,0,0,2.0,1.0,2.0,,5,OK,TAK,2015.0,7.0
201608,campaign,A232,,0,0,2.0,4.0,2.0,,8,OK,TAK,2016.0,5.0
201608,campaign,A232,,0,0,2.0,4.0,5.0,,11,OK,BRAK,2015.0,9.0
201608,campaign,A232,,0,0,3.0,5.0,1.0,2017-02-01,9,OK,TAK,2017.0,3.0
201608,campaign,A232,,0,0,3.0,9.0,4.0,,16,OK,BRAK,2016.0,1.0
201608,campaign,A232,,0,0,4.0,2.0,4.0,,10,OK,BRAK,2016.0,3.0
201608,campaign,A232,,0,0,5.0,3.0,6.0,,14,OK,BRAK,2016.0,4.0
201608,campaign,A232,,1,1,,1.0,3.0,2017-02-01,4,OK,BRAK,2017.0,5.0
201608,campaign,A232,,1,1,,1.0,5.0,2017-02-01,7,OK,TAK,2017.0,7.0
201608,campaign,A232,,1,1,,2.0,1.0,,4,OK,TAK,2016.0,4.0
201608,campaign,A232,,1,1,,2.0,3.0,2017-02-01,5,OK,TAK,2018.0,2.0
201608,campaign,A232,,1,1,,2.0,5.0,,7,OK,TAK,,
201608,campaign,A232,,1,1,1.0,7.0,6.0,,14,OK,BRAK,2015.0,10.0
201608,campaign,A232,,1,1,3.0,6.0,9.0,,19,OK,BRAK,2015.0,11.0
201608,campaign,A232,1.0,0,0,,,2.0,2016-06-01,2,OK,TAK,2016.0,6.0
201608,campaign,A232,1.0,0,0,,1.0,1.0,2016-09-01,2,OK,TAK,2016.0,9.0
201608,campaign,A232,1.0,0,0,,1.0,4.0,2016-06-01,5,OK,BRAK,2016.0,6.0
201608,campaign,A232,1.0,0,0,,2.0,2.0,2016-06-01,4,OK,BRAK,2016.0,6.0
201608,campaign,A232,1.0,0,0,,2.0,3.0,2016-07-01,5,OK,TAK,2016.0,7.0
201608,campaign,A232,1.0,0,0,,2.0,3.0,2016-08-01,5,OK,BRAK,2016.0,8.0
201608,campaign,A232,1.0,0,0,,2.0,4.0,2016-06-01,6,OK,TAK,2016.0,6.0
201608,campaign,A232,1.0,0,0,,3.0,2.0,2016-06-01,5,OK,BRAK,2016.0,6.0
201608,campaign,A232,1.0,0,0,1.0,,1.0,2016-11-01,3,OK,BRAK,2016.0,11.0
201608,campaign,A232,1.0,0,0,1.0,,2.0,2016-07-01,3,OK,BRAK,2016.0,7.0
201608,campaign,A232,1.0,0,0,1.0,,4.0,2016-09-01,5,OK,BRAK,2016.0,9.0
201608,campaign,A232,1.0,0,0,1.0,1.0,5.0,2016-06-01,7,OK,BRAK,2016.0,6.0
201608,campaign,A232,1.0,0,0,1.0,2.0,5.0,2016-07-01,8,OK,BRAK,2016.0,7.0
201608,campaign,A232,1.0,0,0,1.0,2.0,5.0,2016-08-01,8,OK,TAK,2016.0,8.0
201608,campaign,A232,1.0,0,0,1.0,3.0,3.0,2016-06-01,8,OK,TAK,2016.0,6.0
201608,campaign,A232,1.0,0,0,1.0,3.0,3.0,2016-08-01,7,OK,BRAK,2016.0,8.0
201608,campaign,A232,1.0,0,0,1.0,4.0,3.0,2016-07-01,9,OK,TAK,2016.0,7.0
201608,campaign,A232,1.0,0,0,2.0,,2.0,2016-06-01,4,OK,TAK,2016.0,6.0
201608,campaign,A232,1.0,0,0,2.0,1.0,7.0,2016-07-01,10,OK,TAK,2016.0,7.0
201608,campaign,A232,1.0,0,0,2.0,8.0,3.0,2016-07-01,13,OK,TAK,2016.0,7.0
201608,campaign,A232,1.0,0,0,2.0,13.0,1.0,2016-10-01,16,OK,BRAK,2016.0,10.0
201608,campaign,A232,1.0,0,0,3.0,1.0,5.0,2016-08-01,9,OK,TAK,2016.0,8.0
201608,campaign,A232,1.0,0,0,3.0,2.0,9.0,2016-07-01,14,OK,BRAK,2016.0,7.0
201608,campaign,A232,1.0,0,0,6.0,,8.0,2016-07-01,14,OK,BRAK,2016.0,7.0
201608,campaign,A232,2.0,0,0,,,1.0,2016-07-01,1,OK,TAK,2016.0,7.0
201608,campaign,A232,2.0,0,0,,,2.0,2016-06-01,2,OK,TAK,2016.0,6.0
201608,campaign,A232,2.0,0,0,,,3.0,2016-06-01,3,OK,BRAK,2016.0,6.0
201608,campaign,A232,2.0,0,0,,1.0,2.0,2016-06-01,3,OK,TAK,2016.0,6.0
201608,campaign,A232,2.0,0,0,,1.0,3.0,2016-09-01,4,OK,BRAK,2016.0,9.0
201608,campaign,A232,2.0,0,0,,1.0,7.0,2016-07-01,8,OK,TAK,2016.0,7.0
201608,campaign,A232,2.0,0,0,,2.0,4.0,2016-08-01,6,OK,TAK,2016.0,8.0
201608,campaign,A232,2.0,0,0,,3.0,1.0,2016-07-01,4,OK,BRAK,2016.0,7.0
201608,campaign,A232,2.0,0,0,,3.0,3.0,2016-09-01,6,OK,BRAK,2016.0,9.0
201608,campaign,A232,2.0,0,0,1.0,1.0,2.0,2016-07-01,4,OK,TAK,2016.0,7.0
201608,campaign,A232,2.0,0,0,1.0,1.0,4.0,2016-08-01,6,OK,BRAK,2016.0,8.0
201608,campaign,A232,2.0,0,0,1.0,3.0,1.0,2016-09-01,5,OK,TAK,2016.0,9.0
201608,campaign,A232,2.0,0,0,1.0,4.0,2.0,2016-07-01,7,OK,BRAK,2016.0,7.0
201608,campaign,A232,2.0,0,0,3.0,5.0,2.0,2016-08-01,10,OK,TAK,2016.0,8.0
201608,campaign,A232,2.0,0,0,4.0,,4.0,2016-07-01,8,OK,BRAK,2016.0,7.0
201608,campaign,A232,2.0,0,0,6.0,3.0,7.0,2016-08-01,17,OK,BRAK,2016.0,8.0
201608,campaign,A232,2.0,0,0,6.0,7.0,7.0,2016-08-01,20,OK,TAK,2016.0,8.0
201608,campaign,A232,2.0,1,1,,1.0,5.0,2016-06-01,6,OK,BRAK,2016.0,6.0
201608,campaign,A232,2.0,1,1,,2.0,6.0,2016-07-01,9,OK,BRAK,2016.0,7.0
201608,campaign,A232,2.0,1,1,,12.0,1.0,2016-10-01,14,OK,BRAK,2016.0,10.0
201608,campaign,A232,2.0,2,2,10.0,7.0,10.0,2016-08-01,29,OK,BRAK,2016.0,8.0
201608,campaign,A232,3.0,0,0,,,1.0,2016-06-01,1,OK,BRAK,2016.0,6.0
201608,campaign,A232,3.0,0,0,,,1.0,2016-06-01,1,OK,TAK,2016.0,6.0
201608,campaign,A232,3.0,0,0,,,1.0,2016-06-01,1,OK,TAK,2016.0,6.0
201608,campaign,A232,3.0,0,0,,,2.0,2016-08-01,2,OK,BRAK,2016.0,8.0
201608,campaign,A232,3.0,0,0,,,4.0,2016-07-01,4,OK,TAK,2016.0,7.0
201608,campaign,A232,3.0,0,0,,1.0,1.0,2016-07-01,2,OK,BRAK,2016.0,7.0
201608,campaign,A232,3.0,0,0,,1.0,1.0,2016-09-01,2,OK,TAK,2016.0,9.0
201608,campaign,A232,3.0,0,0,,2.0,3.0,2016-06-01,5,OK,BRAK,2016.0,6.0
201608,campaign,A232,3.0,0,0,,5.0,1.0,2016-11-01,6,OK,BRAK,2016.0,11.0
201608,campaign,A232,3.0,0,0,1.0,,2.0,2016-07-01,3,OK,BRAK,2016.0,7.0
201608,campaign,A232,3.0,0,0,1.0,1.0,1.0,2016-09-01,3,OK,BRAK,2016.0,9.0
201608,campaign,A232,3.0,0,0,1.0,1.0,1.0,2016-11-01,3,OK,TAK,2016.0,11.0
201608,campaign,A232,3.0,0,0,1.0,1.0,6.0,2016-09-01,8,OK,BRAK,2016.0,9.0
201608,campaign,A232,3.0,0,0,1.0,2.0,1.0,2016-08-01,4,OK,BRAK,2016.0,8.0
201608,campaign,A232,3.0,0,0,2.0,,1.0,2016-09-01,3,OK,TAK,2016.0,9.0
201608,campaign,A232,3.0,0,0,3.0,2.0,6.0,2016-07-01,11,OK,BRAK,2016.0,7.0
201608,campaign,A232,3.0,0,0,4.0,3.0,4.0,2016-08-01,11,OK,TAK,2016.0,8.0
201608,campaign,A232,3.0,0,0,4.0,13.0,1.0,2016-10-01,18,OK,BRAK,2016.0,10.0
201608,campaign,A232,3.0,0,0,7.0,4.0,8.0,2016-08-01,19,OK,BRAK,2016.0,8.0
201608,campaign,A232,3.0,1,1,1.0,3.0,2.0,2016-09-01,6,OK,TAK,2016.0,9.0
201608,campaign,A232,3.0,1,1,5.0,2.0,7.0,2016-08-01,15,OK,TAK,2016.0,8.0
201608,campaign,A232,4.0,0,0,,,1.0,2016-07-01,1,OK,BRAK,2016.0,7.0
201608,campaign,A232,4.0,0,0,,,1.0,2016-09-01,1,OK,TAK,2016.0,9.0
201608,campaign,A232,4.0,0,0,,,2.0,2016-08-01,2,OK,TAK,2016.0,8.0
201608,campaign,A232,4.0,0,0,,1.0,1.0,2016-06-01,2,OK,BRAK,2016.0,6.0
201608,campaign,A232,4.0,0,0,,1.0,1.0,2016-12-01,2,OK,BRAK,2016.0,12.0
201608,campaign,A232,4.0,0,0,,3.0,2.0,2016-06-01,5,OK,BRAK,2016.0,6.0
201608,campaign,A232,4.0,0,0,1.0,1.0,2.0,2016-09-01,4,OK,TAK,2016.0,9.0
201608,campaign,A232,4.0,0,0,2.0,2.0,4.0,2016-08-01,9,OK,TAK,2016.0,8.0
201608,campaign,A232,4.0,0,0,2.0,10.0,1.0,2016-10-01,13,OK,TAK,2016.0,10.0
201608,campaign,A232,4.0,0,0,3.0,,1.0,2016-07-01,4,OK,BRAK,2016.0,7.0
201608,campaign,A232,4.0,0,0,3.0,2.0,10.0,2016-07-01,15,OK,BRAK,2016.0,7.0
201608,campaign,A232,4.0,0,0,6.0,3.0,8.0,2016-08-01,18,OK,BRAK,2016.0,8.0
201608,campaign,A232,4.0,1,1,3.0,1.0,8.0,2016-09-01,14,OK,BRAK,2016.0,9.0
201608,campaign,A232,4.0,1,1,5.0,17.0,2.0,2016-10-01,25,OK,BRAK,2016.0,10.0
201608,campaign,A232,4.0,2,2,2.0,3.0,2.0,2016-09-01,7,OK,BRAK,2016.0,9.0
201608,campaign,A232,5.0,0,0,,,1.0,2016-07-01,1,OK,BRAK,2016.0,7.0
201608,campaign,A232,5.0,0,0,,,1.0,2016-07-01,1,OK,BRAK,2016.0,7.0
201608,campaign,A232,5.0,0,0,,,1.0,2016-09-01,1,OK,TAK,2016.0,9.0
201608,campaign,A232,5.0,0,0,,,2.0,2016-07-01,2,OK,BRAK,2016.0,7.0
201608,campaign,A232,5.0,0,0,,1.0,1.0,2016-06-01,2,OK,BRAK,2016.0,6.0
201608,campaign,A232,5.0,0,0,,1.0,1.0,2016-08-01,2,OK,BRAK,2016.0,8.0
201608,campaign,A232,5.0,0,0,,3.0,1.0,2016-11-01,4,OK,BRAK,2016.0,11.0
201608,campaign,A232,5.0,0,0,1.0,,1.0,2016-06-01,2,OK,TAK,2016.0,6.0
201608,campaign,A232,5.0,0,0,1.0,,1.0,2016-07-01,2,OK,TAK,2016.0,7.0
201608,campaign,A232,5.0,0,0,1.0,,1.0,2016-08-01,2,OK,TAK,2016.0,8.0
201608,campaign,A232,5.0,0,0,1.0,,2.0,2016-09-01,3,OK,TAK,2016.0,9.0
201608,campaign,A232,5.0,0,0,1.0,,4.0,2016-09-01,6,OK,BRAK,2016.0,9.0
201608,campaign,A232,5.0,0,0,1.0,1.0,4.0,2016-09-01,6,OK,BRAK,2016.0,9.0
201608,campaign,A232,5.0,0,0,2.0,,1.0,2016-09-01,3,OK,TAK,2016.0,9.0
201608,campaign,A232,5.0,0,0,2.0,2.0,8.0,2016-08-01,12,OK,BRAK,2016.0,8.0
201608,campaign,A232,5.0,0,0,2.0,4.0,1.0,2016-11-01,7,OK,BRAK,2016.0,11.0
201608,campaign,A232,5.0,0,0,3.0,1.0,6.0,2016-08-01,10,OK,TAK,2016.0,8.0
201608,campaign,A232,5.0,0,0,4.0,6.0,10.0,2016-08-01,20,OK,BRAK,2016.0,8.0
201608,campaign,A232,5.0,2,2,1.0,,4.0,2016-07-01,6,OK,BRAK,2016.0,7.0
201608,campaign,A232,6.0,0,0,,,1.0,2016-07-01,1,OK,TAK,2016.0,7.0
201608,campaign,A232,6.0,0,0,,,2.0,2016-07-01,2,OK,TAK,2016.0,7.0
201608,campaign,A232,6.0,0,0,,,2.0,2016-08-01,2,OK,TAK,2016.0,8.0
201608,campaign,A232,6.0,0,0,,2.0,2.0,2016-06-01,4,OK,BRAK,2016.0,6.0
201608,campaign,A232,6.0,0,0,1.0,1.0,2.0,2016-08-01,4,OK,BRAK,2016.0,8.0
201608,campaign,A232,6.0,0,0,1.0,1.0,2.0,2016-08-01,4,OK,TAK,2016.0,8.0
201608,campaign,A232,6.0,0,0,1.0,1.0,3.0,2016-09-01,5,OK,BRAK,2016.0,9.0
201608,campaign,A232,6.0,0,0,1.0,2.0,3.0,2016-07-01,6,OK,BRAK,2016.0,7.0
201608,campaign,A232,6.0,0,0,1.0,9.0,1.0,2016-11-01,11,OK,BRAK,2016.0,11.0
201608,campaign,A232,6.0,0,0,2.0,,4.0,2016-09-01,6,OK,TAK,2016.0,9.0
201608,campaign,A232,6.0,0,0,3.0,2.0,3.0,2016-09-01,8,OK,BRAK,2016.0,9.0
